record_id,产品品名,产地（国家）,产地（市）,产地（省）,单混,品名,品类一级,品类二级,商品链接,序号,序号1,序号2,序号3,标签照片,正常售价,正面图片,规格,采集平台,采集时间,优惠到手价,口味,委托方,生产商,背面图片,外包装图片,箱规,赠品图片,备注
recJQRsxg1,opt9tuJjpR,中国,湖州,浙江,单,母亲牛肉棒,休闲零食,肉干小食,#小程序://大润发优鲜/M8j9QwRAxp5vJMj,DRF-,DRF,,,image.png,8.8,image.png,22g,大润发,1752156078000,,原味/黑胡椒味/辣味,,养生堂浙江食品有限公司,image.png,,,,产品背面模糊
recbwq13kI,opt9tuJjpR,中国,湖州,浙江,单,母亲牛肉棒,休闲零食,肉干小食,,DRF-,DRF,,,,26.9,image.png,60g,大润发,1752156078000,,黑胡椒味/辣味,母亲食品（安吉）有限公司,母亲食品（安吉）有限公司,image.png,,,,
recKthAftu,opthkLrD0U,中国,,,混,奥利奥双口味夹心饼干,休闲零食,饼干曲奇,#小程序://大润发优鲜/4R0qQbUFKoOJZgd,DRF-,DRF,,,image.png,24.9,image.png,48.5g,大润发,1752156078000,24.9,经典原味*6+浓醇巧克力味*6,,,,,12包/盒,,
recBRh3Vyy,optQULPgef,中国,内江,四川,单,精制地瓜棒,休闲零食,坚果蜜饯,,SM-,SM,,,65776cfd-75f0-4dbd-b814-a8152c6bdc4c.jpg,39.8,2005ba10-5566-4320-a7b0-b9009869eea8.jpg,560g,山姆APP,1752156078000,,原味,沃尔玛（中国）投资有限公司,四川金四方果业有限责任公司,98d5e8d7-b560-4938-b524-44e7a22b435e.jpg,,,,
recuS8QLH2,optXBFpxZ8,中国,佛山,广东,单,自然派沙爹牛肉干,休闲零食,肉干小食,#小程序://大润发优鲜/RaP2XdvWCcb8r3A,DRF-,DRF,,,image.png,19.2,image.png,80g,大润发,1752156078000,18.2,沙嗲味,,,,,,,
rect7vhUhm,optL0F5wJP,中国,南充,四川,单,张飞灯影牛肉丝,休闲零食,肉干小食,#小程序://大润发优鲜/7nSw3GkPafh3xbq,DRF-,DRF,,,,13.8,image.png,45g,大润发,1752156078000,,五香味/香辣味,,,,,,,
recX01KmS0,optn93gsda,中国,,,单,家乐白灼汁复合调味料,调料,凉拌汁系列,家乐白灼汁正宗海鲜葱油白灼大虾清蒸鱼凉拌蔬菜酱油调味汁,TM-0002A,TM,0002,A,55.jpg,8.59,44.jpg,225g/瓶,天猫旗舰店,1752156078000,8.59,海鲜葱油味,,,,,,,
recAgc4T9s,optU0wVEly,中国,廊坊,河北,单,每日坚果（坚果+果干）,休闲零食,坚果蜜饯,,SM-,SM,,,92349a3f-e1f2-41a8-9115-f55ed4b8604a.jpg,99,a07fe521-346d-4673-9999-7d61755c5398.jpg,30g,山姆APP,1752156078000,,,,加州原野（霸州市）食品有限责任公司,eb67a07e-2f76-4e93-933d-00bf067261ce.jpg,,30g*30,,
recIKiPiUe,optoJdrYoM,中国,苏州,江苏,单,奥利奥巧克力味夹心饼干,休闲零食,饼干曲奇,#小程序://大润发优鲜/ETZVNBNuACcOXHi,DRF-,DRF,,,image.png,15.9,image.png,349g,大润发,1752156078000,13.4,巧克力味,亿滋食品企业管理（上海）有限公司,亿滋食品（苏州）有限公司,image.png,image.png,12包/袋,,
rec3HNKv7O,opt4tXsjRI,中国,滨州,山东,混,VC多酚山楂条,休闲零食,坚果蜜饯,,SM-,SM,,,50cbab60-8449-46fa-8cb1-576833821f17.jpg,49.9,be2128c4-d360-46d9-a54a-0e78237229d8.jpg,1kg,山姆APP,1752156078000,,益生元陈皮山楂条/莓果山楂条/玫桂金山楂条,,山东滨州健源食品有限公司,,,,,
recPw3sGe9,optdgJ5QnK,中国,青岛,山东,单,有机果汁蓝莓干,休闲零食,坚果蜜饯,,SM-,SM,,,7371cf4d-2ded-4893-b0a2-df1524f05d52.jpg,49.9,deba222c-3f76-42bf-939d-a992070cf033.jpg,400g,山姆APP,1752156078000,,,沃尔玛（中国）投资有限公司,青岛西微雅食品有限公司,56803a2a-716d-4e9a-8972-0009dab32db5.jpg,,,,
recdfT1Kkp,opthnxQtYI,中国,内江,四川,单,红瑶地瓜棒,休闲零食,坚果蜜饯,,SM-,SM,,,a038b0e5-226d-4f5c-8b24-5f131d79ba9c.jpg,45.9,3f86adb1-009b-4bd6-9932-7d15e15dc67f.jpg,600g,山姆APP,1752156078000,,原味,,四川金四方果业有限责任公司,63c24b49-4e19-492c-bdb7-52f91b6b76fd.jpg,,,,
recg5Y8wOX,optDe1qiVB,中国,廊坊,河北,单,Member's Mark芥末味夏威夷果仁,休闲零食,坚果蜜饯,,SM-,SM,,,eb8dd656-e5d4-4bc8-8eb4-5b2ec24f26bc.jpg,99,24fd1076-6628-4a3a-95ba-a4cc6f494910.jpg,650g,山姆APP,1752156078000,,芥末味,,加州原野（霸州市）食品有限责任公司,bb29c3c3-324e-48de-a96b-a0c897d3fa0e.jpg,,,,
recaXwl6qW,optFLbtqZe,中国,佛山,广东,单,Member's Mark盐焗开心果,休闲零食,坚果蜜饯,,SM-,SM,,,433c164c-ae09-4bc3-a5ce-102ec590994b.jpg,89,b7697c25-ccfa-4e3a-81a2-c5fcc12f9f8c.jpg,1.13kg,山姆APP,1752156078000,,盐焗味,,广东南兴天虹果仁制品有限公司,,,,,
recJ0sfa20,opt2cBU1pi,中国,保定,河北,单,都乐一颗小橘干,休闲零食,坚果蜜饯,,SM-,SM,,,ee2776bb-a766-4c50-91dd-dc7f165ac4fd.jpg,49.9,8b58439e-0fab-4a2c-98a7-aec03f7cbb46.jpg,500g,山姆APP,1752156078000,,,都乐包装食品（上海）有限公司,河北四方食品有限公司,,,,,
recS5oC1J8,optw0GS0HG,中国,泉州/滁州,福建/安徽,单,苹果黄芪饮,酒水饮料,果汁/植物饮,,SM-,SM,,,苹果饮1-标.jpg,69.9,苹果饮1-正.jpg,350ml,山姆APP,1752156078000,,,,福建盼盼饮料有限公司/安徽盼盼食品有限公司,苹果饮1-后.jpg,苹果饮1-外.jpg,350ml*24,,
